FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX,total_seats,tier1_hist_pct,tier2_hist_pct,tier3_hist_pct,day_of_week,month,Tier1_pct,Tier2_pct,Tier3_pct,Tier1_est_pax,Tier2_est_pax,Tier3_est_pax,category,cluster
2025-09-29,09:07:00,Morning,BA,BA9119,LHR,CDG,France,Europe,SHORT,A320,0,6,174,2,3,16,180,0.011111111111111112,0.016666666666666666,0.08888888888888889,Monday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-07-10,09:37:00,Morning,BA,BA5328,LHR,BCN,Spain,Europe,SHORT,A320,0,6,174,0,11,39,180,0.0,0.06111111111111111,0.21666666666666667,Thursday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-08-14,06:06:00,Morning,BA,BA1990,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,1,14,49,180,0.005555555555555556,0.07777777777777778,0.2722222222222222,Thursday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-07-09,09:49:00,Morning,BA,BA6618,LHR,LAX,USA,North America,LONG,B787,0,35,179,0,4,20,214,0.0,0.018691588785046728,0.09345794392523364,Wednesday,7,0.0,0.02734375,0.10574018126888217,0,6,23,North America|Morning,3
2025-05-11,18:34:00,Evening,BA,BA5996,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,10,37,180,0.0,0.05555555555555555,0.20555555555555555,Sunday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-18,19:49:00,Evening,BA,BA5456,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,0,0,0,180,0.0,0.0,0.0,Thursday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-08,15:38:00,Afternoon,BA,BA3964,LHR,CDG,France,Europe,SHORT,A320,0,1,179,0,5,21,180,0.0,0.027777777777777776,0.11666666666666667,Monday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-08-13,11:41:00,Morning,BA,BA4624,LHR,BCN,Spain,Europe,SHORT,A320,0,5,175,0,8,30,180,0.0,0.044444444444444446,0.16666666666666666,Wednesday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-05,07:47:00,Morning,BA,BA8556,LHR,AMS,Netherlands,Europe,SHORT,A320,0,6,174,1,3,16,180,0.005555555555555556,0.016666666666666666,0.08888888888888889,Monday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-10-25,20:32:00,Evening,BA,BA1334,LHR,JFK,USA,North America,LONG,B777,8,49,178,1,3,16,235,0.00425531914893617,0.01276595744680851,0.06808510638297872,Saturday,10,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-04-20,13:30:00,Lunchtime,BA,BA3881,LHR,LAX,USA,North America,LONG,B777,0,32,300,1,4,20,332,0.0030120481927710845,0.012048192771084338,0.060240963855421686,Sunday,4,0.0,0.027190332326283987,0.10747663551401869,0,9,36,North America|Lunchtime,3
2025-09-02,13:50:00,Lunchtime,BA,BA6281,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,0,180,1,9,35,180,0.005555555555555556,0.05,0.19444444444444445,Tuesday,9,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-13,09:31:00,Morning,BA,BA2591,LHR,FRA,Germany,Europe,SHORT,A320,0,16,164,0,7,27,180,0.0,0.03888888888888889,0.15,Sunday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-09-26,18:47:00,Evening,BA,BA8729,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,0,0,216,0.0,0.0,0.0,Friday,9,0.0,0.02433949410579942,0.09662224264705882,0,5,21,Asia|Evening,2
2025-04-11,09:56:00,Morning,BA,BA6401,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,1,0,0,180,0.005555555555555556,0.0,0.0,Friday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-08-17,19:05:00,Evening,BA,BA4755,LHR,ORD,USA,North America,LONG,B787,0,35,179,0,4,21,214,0.0,0.018691588785046728,0.09813084112149532,Sunday,8,0.0,0.02734375,0.10638297872340426,0,6,23,North America|Evening,1
2025-08-02,16:43:00,Afternoon,BA,BA4281,LHR,MAD,Spain,Europe,SHORT,A320,0,13,167,0,10,37,180,0.0,0.05555555555555555,0.20555555555555555,Saturday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-07-19,20:23:00,Evening,BA,BA1085,LHR,LAX,USA,North America,LONG,B787,0,31,173,0,0,0,204,0.0,0.0,0.0,Saturday,7,0.0,0.02734375,0.10638297872340426,0,6,22,North America|Evening,1
2025-04-14,13:28:00,Lunchtime,BA,BA5339,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,0,5,23,180,0.0,0.027777777777777776,0.12777777777777777,Monday,4,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-24,12:22:00,Lunchtime,BA,BA9428,LHR,JFK,USA,North America,LONG,B787,0,31,173,0,5,22,204,0.0,0.024509803921568627,0.10784313725490197,Thursday,7,0.0,0.027190332326283987,0.10747663551401869,0,6,22,North America|Lunchtime,3
2025-06-27,13:15:00,Lunchtime,BA,BA7400,LHR,IST,Turkey,Europe,SHORT,A320,0,1,179,1,15,52,180,0.005555555555555556,0.08333333333333333,0.28888888888888886,Friday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-03,20:47:00,Evening,BA,BA4472,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,15,165,2,6,24,180,0.011111111111111112,0.03333333333333333,0.13333333333333333,Thursday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-08-08,08:15:00,Morning,BA,BA7108,LHR,LAX,USA,North America,LONG,B777,0,32,300,2,10,36,332,0.006024096385542169,0.030120481927710843,0.10843373493975904,Friday,8,0.0,0.02734375,0.10574018126888217,0,9,35,North America|Morning,3
2025-04-28,06:23:00,Morning,BA,BA2322,LHR,JFK,USA,North America,LONG,B787,8,48,200,2,9,33,256,0.0078125,0.03515625,0.12890625,Monday,4,0.0,0.02734375,0.10574018126888217,0,7,27,North America|Morning,3
2025-10-06,07:09:00,Morning,BA,BA7947,LHR,VIE,Austria,Europe,SHORT,A320,0,15,165,2,0,0,180,0.011111111111111112,0.0,0.0,Monday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-06-11,11:00:00,Morning,BA,BA6598,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,0,12,42,180,0.0,0.06666666666666667,0.23333333333333334,Wednesday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-06-04,14:33:00,Afternoon,BA,BA4802,LHR,CDG,France,Europe,SHORT,A320,0,3,177,0,9,34,180,0.0,0.05,0.18888888888888888,Wednesday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-06-09,07:47:00,Morning,BA,BA3082,LHR,MAD,Spain,Europe,SHORT,A320,0,16,164,1,11,38,180,0.005555555555555556,0.06111111111111111,0.2111111111111111,Monday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-07-01,11:10:00,Morning,BA,BA5688,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,29,92,469,0.0,0.06183368869936034,0.19616204690831557,Tuesday,7,0.0,0.02734375,0.10574018126888217,0,13,50,North America|Morning,3
2025-07-28,14:56:00,Afternoon,BA,BA9282,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,0,0,332,0.0,0.0,0.0,Monday,7,0.0,0.027190332326283987,0.10574018126888217,0,9,35,North America|Afternoon,1
2025-05-24,19:09:00,Evening,BA,BA9066,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,4,176,0,17,57,180,0.0,0.09444444444444444,0.31666666666666665,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-10-17,12:38:00,Lunchtime,BA,BA7386,LHR,MUC,Germany,Europe,SHORT,A320,0,13,167,0,6,26,180,0.0,0.03333333333333333,0.14444444444444443,Friday,10,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-06-09,08:26:00,Morning,BA,BA8811,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,9,35,272,0.0,0.03308823529411765,0.12867647058823528,Monday,6,0.0,0.02710843373493976,0.10784313725490197,0,7,29,Middle East|Morning,3
2025-08-23,20:05:00,Evening,BA,BA6586,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,8,30,235,0.0,0.03404255319148936,0.1276595744680851,Saturday,8,0.0,0.02734375,0.10638297872340426,0,6,25,North America|Evening,1
2025-06-08,14:15:00,Afternoon,BA,BA1650,LHR,FRA,Germany,Europe,SHORT,A320,0,10,170,0,5,24,180,0.0,0.027777777777777776,0.13333333333333333,Sunday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-04-24,08:53:00,Morning,BA,BA1852,LHR,JFK,USA,North America,LONG,B787,8,42,166,2,5,21,216,0.009259259259259259,0.023148148148148147,0.09722222222222222,Thursday,4,0.0,0.02734375,0.10574018126888217,0,6,23,North America|Morning,3
2025-04-13,15:54:00,Afternoon,BA,BA4008,LHR,VIE,Austria,Europe,SHORT,A320,0,4,176,0,10,35,180,0.0,0.05555555555555555,0.19444444444444445,Sunday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-04-19,20:13:00,Evening,BA,BA7732,LHR,AMS,Netherlands,Europe,SHORT,A320,0,20,160,2,0,7,180,0.011111111111111112,0.0,0.03888888888888889,Saturday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-16,14:41:00,Afternoon,BA,BA6127,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,12,42,336,0.0,0.03571428571428571,0.125,Wednesday,4,0.0,0.027190332326283987,0.10574018126888217,0,9,36,North America|Afternoon,1
2025-05-06,08:47:00,Morning,BA,BA1344,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,5,24,331,0.0,0.015105740181268883,0.07250755287009064,Tuesday,5,0.0,0.025020859407592824,0.09787234042553192,0,8,32,Asia|Morning,0
2025-05-17,15:13:00,Afternoon,BA,BA9607,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,2,13,331,0.0,0.006042296072507553,0.03927492447129909,Saturday,5,0.0,0.027190332326283987,0.10574018126888217,0,9,35,North America|Afternoon,1
2025-06-05,17:39:00,Afternoon,BA,BA2482,LHR,HND,Japan,Asia,LONG,B787,8,48,200,0,5,23,256,0.0,0.01953125,0.08984375,Thursday,6,0.0,0.029774569402228977,0.11061507936507936,0,8,28,Asia|Afternoon,2
2025-05-24,22:55:00,Evening,BA,BA3812,LHR,AMS,Netherlands,Europe,SHORT,A320,0,14,166,1,15,50,180,0.005555555555555556,0.08333333333333333,0.2777777777777778,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-26,08:21:00,Morning,BA,BA4887,LHR,JFK,USA,North America,LONG,B777,8,49,178,1,5,22,235,0.00425531914893617,0.02127659574468085,0.09361702127659574,Saturday,4,0.0,0.02734375,0.10574018126888217,0,6,25,North America|Morning,3
2025-08-27,12:51:00,Lunchtime,BA,BA5014,LHR,HND,Japan,Asia,LONG,B787,8,42,166,1,10,36,216,0.004629629629629629,0.046296296296296294,0.16666666666666666,Wednesday,8,0.0,0.02553191489361702,0.09722222222222222,0,6,21,Asia|Lunchtime,0
2025-04-05,13:20:00,Lunchtime,BA,BA3591,LHR,FRA,Germany,Europe,SHORT,A320,0,8,172,2,4,19,180,0.011111111111111112,0.022222222222222223,0.10555555555555556,Saturday,4,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-07-15,17:53:00,Afternoon,BA,BA2275,LHR,VIE,Austria,Europe,SHORT,A320,0,17,163,0,12,42,180,0.0,0.06666666666666667,0.23333333333333334,Tuesday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-05-30,10:16:00,Morning,BA,BA7707,LHR,JFK,USA,North America,LONG,B787,0,35,179,0,12,41,214,0.0,0.056074766355140186,0.19158878504672897,Friday,5,0.0,0.02734375,0.10574018126888217,0,6,23,North America|Morning,3
2025-08-11,06:14:00,Morning,BA,BA1313,LHR,MUC,Germany,Europe,SHORT,A320,0,11,169,0,18,59,180,0.0,0.1,0.3277777777777778,Monday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-04-19,18:45:00,Evening,BA,BA2132,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,7,28,332,0.0,0.02108433734939759,0.08433734939759036,Saturday,4,0.0,0.02710843373493976,0.10574018126888217,0,9,35,Middle East|Evening,1
2025-10-29,12:06:00,Lunchtime,BA,BA5240,LHR,DXB,UAE,Middle East,LONG,B787,0,35,179,0,11,41,214,0.0,0.0514018691588785,0.19158878504672897,Wednesday,10,0.0,0.02734375,0.11144578313253012,0,6,24,Middle East|Lunchtime,0
2025-05-06,13:05:00,Lunchtime,BA,BA8499,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,8,32,235,0.0,0.03404255319148936,0.13617021276595745,Tuesday,5,0.0,0.027190332326283987,0.10747663551401869,0,6,25,North America|Lunchtime,3
2025-04-16,07:27:00,Morning,BA,BA4412,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,15,51,235,0.0,0.06382978723404255,0.2170212765957447,Wednesday,4,0.0,0.02734375,0.10574018126888217,0,6,25,North America|Morning,3
2025-06-17,22:43:00,Evening,BA,BA1891,LHR,BCN,Spain,Europe,SHORT,A320,0,2,178,0,4,19,180,0.0,0.022222222222222223,0.10555555555555556,Tuesday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-15,19:51:00,Evening,BA,BA4069,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,12,42,332,0.0,0.03614457831325301,0.12650602409638553,Tuesday,4,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-04-28,09:39:00,Morning,BA,BA2413,LHR,AMS,Netherlands,Europe,SHORT,A320,0,14,166,1,7,27,180,0.005555555555555556,0.03888888888888889,0.15,Monday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-06-02,13:09:00,Lunchtime,BA,BA6531,LHR,MAD,Spain,Europe,SHORT,A320,0,5,175,0,7,29,180,0.0,0.03888888888888889,0.16111111111111112,Monday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-09-22,17:29:00,Afternoon,BA,BA3589,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,1,8,32,180,0.005555555555555556,0.044444444444444446,0.17777777777777778,Monday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-06-30,11:32:00,Morning,BA,BA4137,LHR,AMS,Netherlands,Europe,SHORT,A320,0,5,175,1,9,34,180,0.005555555555555556,0.05,0.18888888888888888,Monday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-17,22:59:00,Evening,BA,BA3686,LHR,CDG,France,Europe,SHORT,A320,0,3,177,0,7,28,180,0.0,0.03888888888888889,0.15555555555555556,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-02,18:49:00,Evening,BA,BA3560,LHR,MUC,Germany,Europe,SHORT,A320,0,16,164,0,9,34,180,0.0,0.05,0.18888888888888888,Wednesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-04-27,14:34:00,Afternoon,BA,BA1754,LHR,CDG,France,Europe,SHORT,A320,0,5,175,0,16,55,180,0.0,0.08888888888888889,0.3055555555555556,Sunday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-06-15,21:28:00,Evening,BA,BA8967,LHR,VIE,Austria,Europe,SHORT,A320,0,0,180,1,13,46,180,0.005555555555555556,0.07222222222222222,0.25555555555555554,Sunday,6,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-25,19:33:00,Evening,BA,BA9955,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,5,175,1,13,44,180,0.005555555555555556,0.07222222222222222,0.24444444444444444,Sunday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-16,21:50:00,Evening,BA,BA1209,LHR,BCN,Spain,Europe,SHORT,A320,0,20,160,0,5,23,180,0.0,0.027777777777777776,0.12777777777777777,Tuesday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-10-20,13:30:00,Lunchtime,BA,BA2357,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,3,16,336,0.0,0.008928571428571428,0.047619047619047616,Monday,10,0.0,0.027190332326283987,0.10747663551401869,0,9,36,North America|Lunchtime,3
2025-05-15,12:31:00,Lunchtime,BA,BA4580,LHR,ORD,USA,North America,LONG,B787,8,42,166,3,13,45,216,0.013888888888888888,0.06018518518518518,0.20833333333333334,Thursday,5,0.0,0.027190332326283987,0.10747663551401869,0,6,23,North America|Lunchtime,3
2025-10-13,13:33:00,Lunchtime,BA,BA4751,LHR,MUC,Germany,Europe,SHORT,A320,0,2,178,0,13,44,180,0.0,0.07222222222222222,0.24444444444444444,Monday,10,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-06-17,15:16:00,Afternoon,BA,BA9520,LHR,DFW,USA,North America,LONG,B777,0,32,304,1,16,53,336,0.002976190476190476,0.047619047619047616,0.15773809523809523,Tuesday,6,0.0,0.027190332326283987,0.10574018126888217,0,9,36,North America|Afternoon,1
2025-05-13,21:05:00,Evening,BA,BA7210,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,4,21,469,0.0,0.008528784648187633,0.04477611940298507,Tuesday,5,0.0,0.02734375,0.10638297872340426,0,13,50,North America|Evening,1
2025-04-16,12:47:00,Lunchtime,BA,BA5123,LHR,VIE,Austria,Europe,SHORT,A320,0,7,173,0,7,27,180,0.0,0.03888888888888889,0.15,Wednesday,4,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-05-23,06:16:00,Morning,BA,BA7799,LHR,DXB,UAE,Middle East,LONG,A380,14,97,358,1,0,5,469,0.0021321961620469083,0.0,0.010660980810234541,Friday,5,0.0,0.02710843373493976,0.10784313725490197,0,13,51,Middle East|Morning,3
2025-04-23,11:46:00,Morning,BA,BA5388,LHR,BCN,Spain,Europe,SHORT,A320,0,6,174,1,6,24,180,0.005555555555555556,0.03333333333333333,0.13333333333333333,Wednesday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-09,11:11:00,Morning,BA,BA9367,LHR,HND,Japan,Asia,LONG,B777,0,32,300,1,13,46,332,0.0030120481927710845,0.0391566265060241,0.13855421686746988,Friday,5,0.0,0.025020859407592824,0.09787234042553192,0,8,32,Asia|Morning,0
2025-10-17,21:27:00,Evening,BA,BA1222,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,5,23,331,0.0,0.015105740181268883,0.06948640483383686,Friday,10,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-04-21,22:44:00,Evening,BA,BA2628,LHR,MUC,Germany,Europe,SHORT,A320,0,9,171,0,11,40,180,0.0,0.06111111111111111,0.2222222222222222,Monday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-08,12:48:00,Lunchtime,BA,BA3969,LHR,AMS,Netherlands,Europe,SHORT,A320,0,2,178,1,7,27,180,0.005555555555555556,0.03888888888888889,0.15,Thursday,5,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-10-21,13:21:00,Lunchtime,BA,BA1841,LHR,MUC,Germany,Europe,SHORT,A320,0,15,165,0,10,35,180,0.0,0.05555555555555555,0.19444444444444445,Tuesday,10,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-10-23,12:41:00,Lunchtime,BA,BA3382,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,1,12,331,0.0,0.0030211480362537764,0.03625377643504532,Thursday,10,0.0,0.02553191489361702,0.09722222222222222,0,8,32,Asia|Lunchtime,0
2025-06-04,18:56:00,Evening,BA,BA8795,LHR,JFK,USA,North America,LONG,B777,0,32,300,2,8,32,332,0.006024096385542169,0.024096385542168676,0.0963855421686747,Wednesday,6,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-04-30,06:20:00,Morning,BA,BA8047,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,0,0,332,0.0,0.0,0.0,Wednesday,4,0.0,0.02734375,0.10574018126888217,0,9,35,North America|Morning,3
2025-06-12,08:53:00,Morning,BA,BA4619,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,7,27,235,0.0,0.029787234042553193,0.1148936170212766,Thursday,6,0.0,0.02734375,0.10574018126888217,0,6,25,North America|Morning,3
2025-06-22,21:23:00,Evening,BA,BA6904,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,0,5,331,0.0030211480362537764,0.0,0.015105740181268883,Sunday,6,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-07-20,06:46:00,Morning,BA,BA2487,LHR,IST,Turkey,Europe,SHORT,A320,0,12,168,9,14,49,180,0.05,0.07777777777777778,0.2722222222222222,Sunday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-01,10:42:00,Morning,BA,BA6693,LHR,JFK,USA,North America,LONG,A380,14,97,358,0,12,42,469,0.0,0.0255863539445629,0.08955223880597014,Thursday,5,0.0,0.02734375,0.10574018126888217,0,13,50,North America|Morning,3
2025-09-08,07:50:00,Morning,BA,BA8728,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,0,10,38,180,0.0,0.05555555555555555,0.2111111111111111,Monday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-10-20,20:06:00,Evening,BA,BA6693,LHR,ORD,USA,North America,LONG,B777,0,32,300,1,16,54,332,0.0030120481927710845,0.04819277108433735,0.16265060240963855,Monday,10,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-08-03,18:19:00,Evening,BA,BA1727,LHR,LAX,USA,North America,LONG,A350,0,56,275,1,3,15,331,0.0030211480362537764,0.00906344410876133,0.045317220543806644,Sunday,8,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-06-14,13:37:00,Lunchtime,BA,BA4300,LHR,CDG,France,Europe,SHORT,A320,0,3,177,1,17,58,180,0.005555555555555556,0.09444444444444444,0.32222222222222224,Saturday,6,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-05-10,19:27:00,Evening,BA,BA7118,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,8,172,0,13,45,180,0.0,0.07222222222222222,0.25,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-17,07:09:00,Morning,BA,BA5675,LHR,BCN,Spain,Europe,SHORT,A320,0,20,160,0,6,27,180,0.0,0.03333333333333333,0.15,Saturday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-04-10,16:25:00,Afternoon,BA,BA4407,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,19,161,0,14,48,180,0.0,0.07777777777777778,0.26666666666666666,Thursday,4,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-08-20,12:12:00,Lunchtime,BA,BA3570,LHR,MAD,Spain,Europe,SHORT,A320,0,4,176,2,2,13,180,0.011111111111111112,0.011111111111111112,0.07222222222222222,Wednesday,8,0.0,0.044444444444444446,0.17222222222222222,0,8,31,Europe|Lunchtime,0
2025-08-14,11:28:00,Morning,BA,BA2402,LHR,FRA,Germany,Europe,SHORT,A320,0,6,174,2,3,17,180,0.011111111111111112,0.016666666666666666,0.09444444444444444,Thursday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-09-11,11:12:00,Morning,BA,BA5233,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,4,21,180,0.0,0.022222222222222223,0.11666666666666667,Thursday,9,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-08-12,18:36:00,Evening,BA,BA9389,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,5,22,332,0.0,0.015060240963855422,0.06626506024096386,Tuesday,8,0.0,0.02734375,0.10638297872340426,0,9,35,North America|Evening,1
2025-10-25,14:55:00,Afternoon,BA,BA5595,LHR,BCN,Spain,Europe,SHORT,A320,0,20,160,0,2,14,180,0.0,0.011111111111111112,0.07777777777777778,Saturday,10,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-06-12,19:02:00,Evening,BA,BA6009,LHR,ORD,USA,North America,LONG,A380,14,97,358,3,14,49,469,0.006396588486140725,0.029850746268656716,0.1044776119402985,Thursday,6,0.0,0.02734375,0.10638297872340426,0,13,50,North America|Evening,1
2025-07-20,08:02:00,Morning,BA,BA3245,LHR,VIE,Austria,Europe,SHORT,A320,0,10,170,1,6,26,180,0.005555555555555556,0.03333333333333333,0.14444444444444443,Sunday,7,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-05-21,19:10:00,Evening,BA,BA7761,LHR,VIE,Austria,Europe,SHORT,A320,0,3,177,0,10,36,180,0.0,0.05555555555555555,0.2,Wednesday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-05-08,18:25:00,Evening,BA,BA8839,LHR,CDG,France,Europe,SHORT,A320,0,5,175,0,5,21,180,0.0,0.027777777777777776,0.11666666666666667,Thursday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Evening,2
2025-09-20,16:24:00,Afternoon,BA,BA5565,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,0,2,235,0.0,0.0,0.00851063829787234,Saturday,9,0.0,0.027190332326283987,0.10574018126888217,0,6,25,North America|Afternoon,1
2025-08-23,14:59:00,Afternoon,BA,BA8628,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,0,9,35,180,0.0,0.05,0.19444444444444445,Saturday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
2025-05-07,06:54:00,Morning,BA,BA9801,LHR,MUC,Germany,Europe,SHORT,A320,0,19,161,1,0,0,180,0.005555555555555556,0.0,0.0,Wednesday,5,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Morning,0
2025-08-11,17:17:00,Afternoon,BA,BA8661,LHR,MUC,Germany,Europe,SHORT,A320,0,16,164,1,7,29,180,0.005555555555555556,0.03888888888888889,0.16111111111111112,Monday,8,0.0,0.044444444444444446,0.16666666666666666,0,8,30,Europe|Afternoon,2
